"id";"satisfaction";"haveWant";"wantHave"
79366;6;0,810880829015544;0,954268292682927
69064;5;0,828715365239295;0,913888888888889
78526;5,6;0,856763925729443;0,859042553191489
86074;6;0,854166666666667;0,779891304347826
86152;5,2;0,853420195439739;0,71195652173913
86848;5;0,861271676300578;0,809782608695652
89179;5,8;0,738372093023256;0,755952380952381
89737;5,8;0,86039886039886;0,803191489361702
95182;6;0,778097982708934;0,803571428571429
95287;2,2;0,56271186440678;0,691666666666667
95491;2,4;0,757894736842105;0,710526315789474
95509;1;0,296428571428571;0,51875
95539;3;0,706766917293233;0,927631578947368
95767;3,8;0,725;0,763157894736842
95812;4,8;0,799498746867168;0,972560975609756
95926;3,4;0,6657824933687;0,950757575757576
96004;3,6;0,626315789473684;0,875
96145;4,8;0,814814814814815;0,855555555555556
96181;4,4;0,781002638522427;0,86046511627907
96412;5,8;0,780722891566265;0,941860465116279
96445;3,4;0,742547425474255;0,796511627906977
96763;4,8;0,706896551724138;0,831081081081081
96895;4,4;0,760765550239234;0,883333333333333
97324;6;0,796526054590571;0,955357142857143
98674;2,4;0,700251889168766;0,86875
98692;5,4;0,825268817204301;0,799479166666667
98698;4,6;0,784974093264249;0,860795454545455
78991;6,2;0,825352112676056;0,851744186046512
86566;5,6;0,837270341207349;0,886111111111111
86863;6;0,765237020316027;0,963068181818182
89650;4;0,688888888888889;0,645833333333333
95050;1,6;0,75609756097561;0,850609756097561
95155;2;0,587939698492462;0,943548387096774
95188;3,2;0,810495626822157;0,939189189189189
95701;5;0,711779448621554;0,934210526315789
95794;6;0,707207207207207;0,93452380952381
95830;4;0,709239130434783;0,795731707317073
95914;6,4;0,797260273972603;0,88719512195122
95974;5,8;0,736363636363636;0,759375
96487;4,8;0,721448467966574;0,851973684210526
96559;4;0,77023498694517;0,819444444444444
96757;5,6;0,743455497382199;0,865853658536585
96817;2,6;0,677725118483412;0,916666666666667
97330;4;0,702127659574468;0,740384615384615
97462;5;0,844380403458213;0,832386363636364
97651;5,2;0,914285714285714;0,888888888888889
97837;3;0,681592039800995;0,901315789473684
98746;4,8;0,729442970822281;0,838414634146341
84931;5,2;0,824324324324324;0,828804347826087
86548;5,4;0,769620253164557;0,883720930232558
95143;3,8;0,765625;0,854651162790698
95149;2,2;0,692708333333333;0,810975609756098
95437;2,6;0,52987012987013;0,85
95566;5,2;0,804597701149425;0,853658536585366
95623;5,4;0,837696335078534;0,909090909090909
95638;5,6;0,860406091370558;0,941666666666667
95647;5,8;0,755376344086022;0,836309523809524
95746;7;0,803827751196172;0,954545454545455
95758;5,4;0,847761194029851;0,806818181818182
95797;4;0,793388429752066;0,837209302325581
95851;4,6;0,836363636363636;0,766666666666667
95917;4,4;0,785326086956522;0,802777777777778
95938;4;0,772727272727273;0,918918918918919
95959;5,4;0,736694677871149;0,801829268292683
95968;3,2;0,721179624664879;0,840625
96091;5,4;0,746268656716418;0,872093023255814
96205;5,8;0,819951338199513;0,877604166666667
96463;5,2;0,774647887323944;0,9375
96556;5,8;0,749303621169916;0,764204545454545
96640;5,2;0,785907859078591;0,863095238095238
96790;3;0,738562091503268;0,70625
96901;5,6;0,816720257234727;0,79375
96925;5,6;0,8544474393531;0,900568181818182
96949;5,4;0,775956284153005;0,845238095238095
97210;3;0,64;0,764705882352941
97309;6,2;0,70076726342711;0,925675675675676
97387;5,2;0,742574257425743;0,760135135135135
97405;3,8;0,790502793296089;0,842261904761905
97597;6,4;0,790769230769231;0,803125
97606;3;0,746987951807229;0,738095238095238
98782;4,4;0,746268656716418;0,868055555555556
98860;6,4;0,837772397094431;0,940217391304348
98881;5,4;0,763848396501458;0,83974358974359
98893;6,4;0,804804804804805;0,797619047619048
78172;5,4;0,83419689119171;0,821428571428571
79375;5,6;0,82089552238806;0,763888888888889
79642;5,6;0,819277108433735;0,755555555555556
85720;5,6;0,769028871391076;0,87202380952381
85837;5,4;0,747448979591837;0,893292682926829
85876;6,4;0,706467661691542;0,8875
86011;6;0,829545454545455;0,829545454545455
86023;4;0,759562841530055;0,827380952380952
86362;6,6;0,760191846522782;0,880555555555556
87019;4;0,733167082294264;0,91875
87604;5,4;0,720547945205479;0,782738095238095
92575;5,8;0,842892768079801;0,960227272727273
95101;5,8;0,889196675900277;0,955357142857143
95137;4,6;0,792717086834734;0,822674418604651
95296;3;0,741839762611276;0,801282051282051
95323;4,2;0,740963855421687;0,76875
95677;3,2;0,792507204610951;0,78125
95707;5,6;0,809876543209877;0,872340425531915
95725;6,2;0,713157894736842;0,868589743589744
96127;5,4;0,738903394255875;0,842261904761905
96460;5,2;0,814180929095355;0,849489795918367
96481;4,4;0,73314606741573;0,776785714285714
96727;5,2;0,774881516587678;0,928977272727273
96823;5,8;0,766331658291457;0,847222222222222
96922;6,6;0,749333333333333;0,856707317073171
97057;3,4;0,73109243697479;0,741477272727273
97372;6,2;0,795969773299748;0,963414634146341
97519;4;0,798449612403101;0,839673913043478
97672;2,4;0,674556213017751;0,814285714285714
97933;1,4;0,464985994397759;0,71551724137931
98839;5,6;0,765853658536585;0,93452380952381
98848;5,8;0,895;0,932291666666667
98983;5,6;0,781065088757396;0,804878048780488
86764;5;0,789968652037618;0,7
95092;5;0,767015706806283;0,832386363636364
95152;3,6;0,662790697674419;0,791666666666667
95209;4;0,766550522648084;0,723684210526316
95527;4;0,720364741641337;0,779605263157895
95605;4,8;0,788273615635179;0,73780487804878
95773;4,4;0,853731343283582;0,831395348837209
96028;5;0,87683284457478;0,849431818181818
96379;6;0,793604651162791;0,853125
96940;3,8;0,807106598984772;0,864130434782609
97042;5,6;0,78042328042328;0,921875
97306;2,4;0,404624277456647;0,760869565217391
97351;3,2;0,676712328767123;0,8125
97501;7;0,772727272727273;0,897222222222222
98872;6,2;0,830645161290323;0,877840909090909
69154;5,4;0,757180156657963;0,843023255813954
85468;3,8;0,755043227665706;0,779761904761905
87163;6,4;0,727536231884058;0,80448717948718
95230;5,8;0,638968481375358;0,796428571428571
95284;6;0,810958904109589;0,86046511627907
95602;3,4;0,702564102564103;0,878205128205128
96151;5,8;0,771830985915493;0,835365853658537
96319;4,2;0,745762711864407;0,763888888888889
96571;4,8;0,755263157894737;0,896875
96685;5,4;0,748571428571429;0,798780487804878
96733;4,6;0,746376811594203;0,898255813953488
96736;5,6;0,858381502890173;0,7734375
96898;5,8;0,737662337662338;0,865853658536585
96997;4,8;0,804407713498623;0,869047619047619
97177;5,2;0,790560471976401;0,8375
97339;4,4;0,712793733681462;0,875
97525;5,8;0,796875;0,758928571428571
98494;4,4;0,739010989010989;0,820121951219512
99094;1,8;0,791563275434243;0,90625
77665;6,6;0,891647855530474;0,968137254901961
85708;5,2;0,83377308707124;0,858695652173913
85819;7;0,884507042253521;0,872222222222222
85852;4,4;0,789173789173789;0,824404761904762
90676;5,2;0,735849056603774;0,75
91342;4,2;0,814910025706941;0,900568181818182
95500;7;0,819512195121951;0,933333333333333
95533;5,2;0,743093922651934;0,884868421052632
95668;5,8;0,814084507042254;0,860119047619048
95908;5,8;0,880597014925373;0,819444444444444
96370;4;0,798833819241982;0,744565217391304
96469;5,8;0,745257452574526;0,859375
96550;6;0,740648379052369;0,863372093023256
96574;5,2;0,806916426512968;0,777777777777778
96691;4;0,78391959798995;0,829787234042553
96703;7;0,876543209876543;0,944148936170213
96862;5,8;0,86094674556213;0,74234693877551
96868;3,8;0,79144385026738;0,822222222222222
96904;6,4;0,729050279329609;0,815625
97000;6;0,832134292565947;0,963888888888889
97108;2,8;0,71969696969697;0,913461538461538
97489;4,4;0,768627450980392;0,644736842105263
97492;6;0,74818401937046;0,965625
97495;4,4;0,777777777777778;0,636363636363636
97546;5,2;0,768856447688564;0,897727272727273
97648;1,6;0,695014662756598;0,759615384615385
98143;5,4;0,826633165829146;0,913888888888889
98389;5,2;0,853801169590643;0,776595744680851
98515;4,2;0,827586206896552;0,818181818181818
98533;6;0,75990099009901;0,892441860465116
98878;5,8;0,740223463687151;0,849358974358974
99007;5;0,764568764568765;0,953488372093023
99217;5,2;0,783783783783784;0,886111111111111
99316;5,8;0,874643874643875;0,799479166666667
85945;6;0,779944289693593;0,897435897435897
95386;4,4;0,753213367609255;0,87202380952381
95596;5;0,771260997067449;0,782738095238095
95632;6,2;0,739130434782609;0,777439024390244
95740;5,6;0,809756097560976;0,902173913043478
96259;4,4;0,831491712707182;0,875
96889;6;0,751937984496124;0,983108108108108
97747;4,8;0,744927536231884;0,868243243243243
97909;2;0,732142857142857;0,878571428571429
97963;6,4;0,840314136125654;0,872282608695652
98758;5,2;0,793103448275862;0,875
98827;5,2;0,691056910569106;0,838815789473684
99400;5,6;0,831288343558282;0,846875
70696;2,6;0,819767441860465;0,75
78952;5,6;0,870165745856354;0,8203125
87988;3,8;0,739659367396594;0,926829268292683
95314;4,8;0,687150837988827;0,831081081081081
95404;3,4;0,690026954177898;0,888888888888889
96409;5,2;0,801169590643275;0,778409090909091
96448;5,4;0,793956043956044;0,802777777777778
96871;4,8;0,708133971291866;0,902439024390244
97045;5,8;0,881019830028329;0,809895833333333
98011;4;0,770666666666667;0,840116279069767
98773;5,8;0,795454545454545;0,894886363636364
99151;3,6;0,820707070707071;0,883152173913043
99421;6;0,775147928994083;0,798780487804878
99481;4,4;0,786549707602339;0,840625
77920;5;0,870588235294118;0,69375
78016;5,8;0,85595567867036;0,839673913043478
78316;5,2;0,895043731778426;0,783163265306122
84745;3;0,703470031545741;0,819852941176471
84898;5,4;0,86968085106383;0,86968085106383
86032;4,6;0,828571428571429;0,925531914893617
86866;4,2;0,816939890710383;0,869186046511628
87451;4,6;0,710059171597633;0,75
87898;5;0,69205298013245;0,669871794871795
90517;5,6;0,806451612903226;0,914634146341463
95158;2,8;0,636942675159236;0,806451612903226
95440;3,8;0,698412698412698;0,833333333333333
95512;5;0,759894459102902;0,923076923076923
95662;5,8;0,726161369193154;0,905487804878049
95800;5,2;0,744125326370757;0,9375
95998;3,6;0,766037735849057;0,685810810810811
96355;4;0,823529411764706;0,802083333333333
96358;4,8;0,803617571059432;0,904069767441861
96466;5;0,87962962962963;0,95
96754;6,2;0,703349282296651;0,91875
97279;5,6;0,764383561643836;0,775
97333;6,2;0,791569086651054;0,918478260869565
97402;5,4;0,819628647214854;0,858333333333333
97432;4,2;0,806629834254144;0,811111111111111
98482;6;0,789473684210526;0,823170731707317
98617;5,2;0,773399014778325;0,957317073170732
